age-range,gender,race,FoodChoice,field,reading_normalized,gaming_normalized,cleanliness_normalized,music_normalized,movies_normalized,tv_normalized,clubbing_normalized,hiking_normalized,exercise_normalized,sports_normalized,importance_same_religion_normalized,Smoking,Drinking,locations
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,business,1.0,1.0,0.875,1.0,1.0,0.6,1.0,1.0,0.75,0.875,0.4,No,Occasionally,Gardiner Heights
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,business,1.0,1.0,0.875,1.0,1.0,0.6,1.0,1.0,0.75,0.875,0.4,No,No,Albert Park
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,business,1.0,1.0,0.875,1.0,1.0,0.6,1.0,1.0,0.75,0.875,0.4,Sometimes,Yes,Wood Meadows
"(21, 25)",male,european/caucasian-american,Vegetarian,business,1.0,1.0,0.875,1.0,1.0,0.6,1.0,1.0,0.75,0.875,0.4,Sometimes,Occasionally,Windsor Place
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,business,1.0,1.0,0.875,1.0,1.0,0.6,1.0,1.0,0.75,0.875,0.4,Sometimes,Occasionally,Innismore
"(21, 25)",male,european/caucasian-american,Vegetarian,business,1.0,1.0,0.875,1.0,1.0,0.6,1.0,1.0,0.75,0.875,0.4,Sometimes,No,Wascana Park
"(21, 25)",male,european/caucasian-american,Vegetarian,business,1.0,1.0,0.875,1.0,1.0,0.6,1.0,1.0,0.75,0.875,0.4,Sometimes,No,Parkridge
"(21, 25)",male,european/caucasian-american,Vegetarian,business,1.0,1.0,0.875,1.0,1.0,0.6,1.0,1.0,0.75,0.875,0.4,Yes,Yes,Woodland Grove
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,business,1.0,1.0,0.875,1.0,1.0,0.6,1.0,1.0,0.75,0.875,0.4,Sometimes,No,Lakeview Centre
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,business,1.0,1.0,0.875,1.0,1.0,0.6,1.0,1.0,0.75,0.875,0.4,Yes,No,Normanview West
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,political science,0.8,0.4,0.875,0.875,0.9,0.4,0.75,0.8,0.9,1.0,1.0,No,Occasionally,Lakeview Annex
"(26, 30)",male,european/caucasian-american,Vegetarian,political science,0.8,0.4,0.875,0.875,0.9,0.4,0.75,0.8,0.9,1.0,1.0,Yes,Yes,Albert Park
"(26, 30)",male,european/caucasian-american,Vegetarian,political science,0.8,0.4,0.875,0.875,0.9,0.4,0.75,0.8,0.9,1.0,1.0,Sometimes,No,Lakeridge
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,political science,0.8,0.4,0.875,0.875,0.9,0.4,0.75,0.8,0.9,1.0,1.0,No,Occasionally,University Park East
"(26, 30)",male,european/caucasian-american,Vegetarian,political science,0.8,0.4,0.875,0.875,0.9,0.4,0.75,0.8,0.9,1.0,1.0,Sometimes,Occasionally,Lakeview Annex
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,political science,0.8,0.4,0.875,0.875,0.9,0.4,0.75,0.8,0.9,1.0,1.0,No,No,Lakeview Annex
"(26, 30)",male,european/caucasian-american,Vegetarian,political science,0.8,0.4,0.875,0.875,0.9,0.4,0.75,0.8,0.9,1.0,1.0,Yes,Occasionally,Rosemont
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,political science,0.8,0.4,0.875,0.875,0.9,0.4,0.75,0.8,0.9,1.0,1.0,Sometimes,Occasionally,Lakeview Annex
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,political science,0.8,0.4,0.875,0.875,0.9,0.4,0.75,0.8,0.9,1.0,1.0,No,No,Mount Pleasant
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,political science,0.8,0.4,0.875,0.875,0.9,0.4,0.75,0.8,0.9,1.0,1.0,Sometimes,No,Gardiner Heights
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,business,0.75,0.8,0.9,0.75,0.9,0.9,0.4,0.8,1.0,1.0,0.8,Sometimes,Occasionally,Parkview
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,business,0.75,0.8,0.9,0.75,0.9,0.9,0.4,0.8,1.0,1.0,0.8,No,Yes,Uplands
"(26, 30)",male,european/caucasian-american,Vegetarian,business,0.75,0.8,0.9,0.75,0.9,0.9,0.4,0.8,1.0,1.0,0.8,Sometimes,No,Creekside
"(26, 30)",male,european/caucasian-american,Vegetarian,business,0.75,0.8,0.9,0.75,0.9,0.9,0.4,0.8,1.0,1.0,0.8,Yes,No,Normandy Heights
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,business,0.75,0.8,0.9,0.75,0.9,0.9,0.4,0.8,1.0,1.0,0.8,No,Occasionally,Premier Place
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,business,0.75,0.8,0.9,0.75,0.9,0.9,0.4,0.8,1.0,1.0,0.8,Yes,Occasionally,Eastern Annex
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,business,0.75,0.8,0.9,0.75,0.9,0.9,0.4,0.8,1.0,1.0,0.8,No,Occasionally,Lakeview Annex
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,business,0.75,0.8,0.9,0.75,0.9,0.9,0.4,0.8,1.0,1.0,0.8,Yes,No,Glencairn
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,business,0.75,0.8,0.9,0.75,0.9,0.9,0.4,0.8,1.0,1.0,0.8,Yes,Yes,Hillsdale
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,business,0.75,0.8,0.9,0.75,0.9,0.9,0.4,0.8,1.0,1.0,0.8,Sometimes,Occasionally,Crescents
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,money,1.0,0.875,1.0,0.875,0.875,0.2,0.9,0.75,1.0,1.0,1.0,Sometimes,No,Windsor Place
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,money,1.0,0.875,1.0,0.875,0.875,0.2,0.9,0.75,1.0,1.0,1.0,Sometimes,Yes,Lakesidge Gardens
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,money,1.0,0.875,1.0,0.875,0.875,0.2,0.9,0.75,1.0,1.0,1.0,Yes,No,Highland Park
"(26, 30)",male,european/caucasian-american,Vegetarian,money,1.0,0.875,1.0,0.875,0.875,0.2,0.9,0.75,1.0,1.0,1.0,No,No,Normanview
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,money,1.0,0.875,1.0,0.875,0.875,0.2,0.9,0.75,1.0,1.0,1.0,No,Yes,Mount Royal
"(26, 30)",male,european/caucasian-american,Vegetarian,money,1.0,0.875,1.0,0.875,0.875,0.2,0.9,0.75,1.0,1.0,1.0,Yes,Occasionally,Dewdney Place
"(26, 30)",male,european/caucasian-american,Vegetarian,money,1.0,0.875,1.0,0.875,0.875,0.2,0.9,0.75,1.0,1.0,1.0,No,Occasionally,Balbrigan Place
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,money,1.0,0.875,1.0,0.875,0.875,0.2,0.9,0.75,1.0,1.0,1.0,Yes,No,Crescents
"(26, 30)",male,european/caucasian-american,Vegetarian,money,1.0,0.875,1.0,0.875,0.875,0.2,0.9,0.75,1.0,1.0,1.0,Yes,No,Rothwell Place
"(26, 30)",male,european/caucasian-american,Vegetarian,money,1.0,0.875,1.0,0.875,0.875,0.2,0.9,0.75,1.0,1.0,1.0,No,Yes,Arnhem Place
"(21, 25)",male,european/caucasian-american,Vegetarian,finance,1.0,1.0,1.0,0.75,1.0,0.6,1.0,0.8,1.0,1.0,1.0,No,Occasionally,Mayfair
"(21, 25)",male,european/caucasian-american,Vegetarian,finance,1.0,1.0,1.0,0.75,1.0,0.6,1.0,0.8,1.0,1.0,1.0,Yes,Occasionally,Hillsdale
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,finance,1.0,1.0,1.0,0.75,1.0,0.6,1.0,0.8,1.0,1.0,1.0,No,Occasionally,Glencairn
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,finance,1.0,1.0,1.0,0.75,1.0,0.6,1.0,0.8,1.0,1.0,1.0,Sometimes,Occasionally,Coventry Place
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,finance,1.0,1.0,1.0,0.75,1.0,0.6,1.0,0.8,1.0,1.0,1.0,No,No,Grand Trunk Annex
"(21, 25)",male,european/caucasian-american,Vegetarian,finance,1.0,1.0,1.0,0.75,1.0,0.6,1.0,0.8,1.0,1.0,1.0,No,No,North Regina
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,finance,1.0,1.0,1.0,0.75,1.0,0.6,1.0,0.8,1.0,1.0,1.0,Yes,Yes,Glen Elm Park South
"(21, 25)",male,european/caucasian-american,Vegetarian,finance,1.0,1.0,1.0,0.75,1.0,0.6,1.0,0.8,1.0,1.0,1.0,No,Occasionally,Lakeridge
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,finance,1.0,1.0,1.0,0.75,1.0,0.6,1.0,0.8,1.0,1.0,1.0,Sometimes,Occasionally,Connaught Park
"(21, 25)",male,european/caucasian-american,Vegetarian,finance,1.0,1.0,1.0,0.75,1.0,0.6,1.0,0.8,1.0,1.0,1.0,No,Yes,Garden Ridge
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,operations research,0.875,0.2,1.0,1.0,0.875,1.0,0.6,0.4,1.0,1.0,1.0,Sometimes,Occasionally,Broders Annex
"(21, 25)",female,asian/pacific islander/asian-american,Vegetarian,operations research,0.875,0.2,1.0,1.0,0.875,1.0,0.6,0.4,1.0,1.0,1.0,Yes,Yes,River Heights
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,operations research,0.875,0.2,1.0,1.0,0.875,1.0,0.6,0.4,1.0,1.0,1.0,Yes,Yes,Douglas Park
"(21, 25)",female,asian/pacific islander/asian-american,Vegetarian,operations research,0.875,0.2,1.0,1.0,0.875,1.0,0.6,0.4,1.0,1.0,1.0,Yes,Occasionally,Rochdale Park
"(21, 25)",female,asian/pacific islander/asian-american,Vegetarian,operations research,0.875,0.2,1.0,1.0,0.875,1.0,0.6,0.4,1.0,1.0,1.0,Sometimes,Occasionally,Lakeridge
"(21, 25)",female,asian/pacific islander/asian-american,Vegetarian,operations research,0.875,0.2,1.0,1.0,0.875,1.0,0.6,0.4,1.0,1.0,1.0,Sometimes,No,Eastpoint Estates
"(21, 25)",female,asian/pacific islander/asian-american,Vegetarian,operations research,0.875,0.2,1.0,1.0,0.875,1.0,0.6,0.4,1.0,1.0,1.0,No,No,Walsh Acres
"(21, 25)",female,asian/pacific islander/asian-american,Vegetarian,operations research,0.875,0.2,1.0,1.0,0.875,1.0,0.6,0.4,1.0,1.0,1.0,Sometimes,Occasionally,Creekside
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,operations research,0.875,0.2,1.0,1.0,0.875,1.0,0.6,0.4,1.0,1.0,1.0,No,Occasionally,Normandy Heights
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,operations research,0.875,0.2,1.0,1.0,0.875,1.0,0.6,0.4,1.0,1.0,1.0,Yes,Occasionally,Dominion Heights
"(21, 25)",female,asian/pacific islander/asian-american,Vegetarian,operations research,0.875,0.2,1.0,1.0,0.875,1.0,0.6,0.4,1.0,1.0,1.0,Yes,No,CPR Annex
"(21, 25)",female,asian/pacific islander/asian-american,Vegetarian,operations research,0.875,0.2,1.0,1.0,0.875,1.0,0.6,0.4,1.0,1.0,1.0,Sometimes,No,Glencairn
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,operations research,0.875,0.2,1.0,1.0,0.875,1.0,0.6,0.4,1.0,1.0,1.0,Yes,Yes,Walsh Acres
"(21, 25)",female,asian/pacific islander/asian-american,Vegetarian,operations research,0.875,0.2,1.0,1.0,0.875,1.0,0.6,0.4,1.0,1.0,1.0,No,Occasionally,Lewvan Park
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,operations research,0.875,0.2,1.0,1.0,0.875,1.0,0.6,0.4,1.0,1.0,1.0,Sometimes,No,Washington Park
"(21, 25)",female,asian/pacific islander/asian-american,Vegetarian,operations research,0.875,0.2,1.0,1.0,0.875,1.0,0.6,0.4,1.0,1.0,1.0,No,Occasionally,Douglas Place
"(26, 30)",female,black/african american,Vegetarian,tc [health ed],1.0,0.4,1.0,0.875,0.9,1.0,0.75,0.2,0.4,0.2,0.4,Sometimes,Occasionally,Pasqua Place
"(26, 30)",female,black/african american,Non-Vegetarian,tc [health ed],1.0,0.4,1.0,0.875,0.9,1.0,0.75,0.2,0.4,0.2,0.4,Yes,Occasionally,Douglas Park
"(26, 30)",female,black/african american,Non-Vegetarian,tc [health ed],1.0,0.4,1.0,0.875,0.9,1.0,0.75,0.2,0.4,0.2,0.4,Sometimes,No,Glen Elm Park South
"(26, 30)",female,black/african american,Vegetarian,tc [health ed],1.0,0.4,1.0,0.875,0.9,1.0,0.75,0.2,0.4,0.2,0.4,Sometimes,Yes,Balbrigan Place
"(26, 30)",female,black/african american,Non-Vegetarian,tc [health ed],1.0,0.4,1.0,0.875,0.9,1.0,0.75,0.2,0.4,0.2,0.4,Yes,Occasionally,Grand Trunk Annex
"(26, 30)",female,black/african american,Non-Vegetarian,tc [health ed],1.0,0.4,1.0,0.875,0.9,1.0,0.75,0.2,0.4,0.2,0.4,Sometimes,Yes,Spruce Meadows
"(26, 30)",female,black/african american,Non-Vegetarian,tc [health ed],1.0,0.4,1.0,0.875,0.9,1.0,0.75,0.2,0.4,0.2,0.4,Yes,Yes,Premier Place
"(26, 30)",female,black/african american,Non-Vegetarian,tc [health ed],1.0,0.4,1.0,0.875,0.9,1.0,0.75,0.2,0.4,0.2,0.4,No,Occasionally,Normandy Heights
"(26, 30)",female,black/african american,Non-Vegetarian,tc [health ed],1.0,0.4,1.0,0.875,0.9,1.0,0.75,0.2,0.4,0.2,0.4,Yes,Yes,Crescents
"(26, 30)",female,black/african american,Non-Vegetarian,tc [health ed],1.0,0.4,1.0,0.875,0.9,1.0,0.75,0.2,0.4,0.2,0.4,No,Occasionally,Transcona
"(26, 30)",female,black/african american,Non-Vegetarian,tc [health ed],1.0,0.4,1.0,0.875,0.9,1.0,0.75,0.2,0.4,0.2,0.4,No,Occasionally,Wascana View
"(26, 30)",female,black/african american,Vegetarian,tc [health ed],1.0,0.4,1.0,0.875,0.9,1.0,0.75,0.2,0.4,0.2,0.4,No,Occasionally,North Annex
"(26, 30)",female,black/african american,Non-Vegetarian,tc [health ed],1.0,0.4,1.0,0.875,0.9,1.0,0.75,0.2,0.4,0.2,0.4,No,Occasionally,Washington Park
"(26, 30)",female,black/african american,Vegetarian,tc [health ed],1.0,0.4,1.0,0.875,0.9,1.0,0.75,0.2,0.4,0.2,0.4,No,Yes,Old 33
"(26, 30)",female,black/african american,Vegetarian,tc [health ed],1.0,0.4,1.0,0.875,0.9,1.0,0.75,0.2,0.4,0.2,0.4,Sometimes,Yes,Dewdney Place
"(26, 30)",female,black/african american,Vegetarian,tc [health ed],1.0,0.4,1.0,0.875,0.9,1.0,0.75,0.2,0.4,0.2,0.4,No,No,Premier Place
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,psychology,1.0,0.875,0.9,1.0,1.0,0.9,0.875,0.75,0.6,0.4,0.6,Yes,No,Highland Park
"(21, 25)",female,asian/pacific islander/asian-american,Vegetarian,psychology,1.0,0.875,0.9,1.0,1.0,0.9,0.875,0.75,0.6,0.4,0.6,Sometimes,Occasionally,Eastpoint Estates
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,psychology,1.0,0.875,0.9,1.0,1.0,0.9,0.875,0.75,0.6,0.4,0.6,Sometimes,No,Mirror Sun Gardens
"(21, 25)",female,asian/pacific islander/asian-american,Vegetarian,psychology,1.0,0.875,0.9,1.0,1.0,0.9,0.875,0.75,0.6,0.4,0.6,No,No,Gardiner Heights
"(21, 25)",female,asian/pacific islander/asian-american,Vegetarian,psychology,1.0,0.875,0.9,1.0,1.0,0.9,0.875,0.75,0.6,0.4,0.6,Yes,No,Windsor Park
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,psychology,1.0,0.875,0.9,1.0,1.0,0.9,0.875,0.75,0.6,0.4,0.6,Sometimes,No,Westhill
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,psychology,1.0,0.875,0.9,1.0,1.0,0.9,0.875,0.75,0.6,0.4,0.6,Sometimes,No,Premier Place
"(21, 25)",female,asian/pacific islander/asian-american,Vegetarian,psychology,1.0,0.875,0.9,1.0,1.0,0.9,0.875,0.75,0.6,0.4,0.6,No,No,Crescents
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,psychology,1.0,0.875,0.9,1.0,1.0,0.9,0.875,0.75,0.6,0.4,0.6,Yes,Yes,Richmond Place
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,psychology,1.0,0.875,0.9,1.0,1.0,0.9,0.875,0.75,0.6,0.4,0.6,Sometimes,Occasionally,Glen Elm Park South
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,psychology,1.0,0.875,0.9,1.0,1.0,0.9,0.875,0.75,0.6,0.4,0.6,Yes,Yes,Normanview
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,psychology,1.0,0.875,0.9,1.0,1.0,0.9,0.875,0.75,0.6,0.4,0.6,No,Occasionally,North Regina
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,psychology,1.0,0.875,0.9,1.0,1.0,0.9,0.875,0.75,0.6,0.4,0.6,Yes,Yes,Maple Ridge
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,psychology,1.0,0.875,0.9,1.0,1.0,0.9,0.875,0.75,0.6,0.4,0.6,Sometimes,Yes,Kensington Greens
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,psychology,1.0,0.875,0.9,1.0,1.0,0.9,0.875,0.75,0.6,0.4,0.6,No,Occasionally,Coventry Place
"(21, 25)",female,asian/pacific islander/asian-american,Vegetarian,psychology,1.0,0.875,0.9,1.0,1.0,0.9,0.875,0.75,0.6,0.4,0.6,No,No,Grand Trunk Annex
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,social work,0.75,0.75,0.9,1.0,0.9,0.2,0.6,1.0,1.0,1.0,0.6,Sometimes,No,Coronation Park
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,social work,0.75,0.75,0.9,1.0,0.9,0.2,0.6,1.0,1.0,1.0,0.6,No,Occasionally,South Lakeview see Lakeview South
"(26, 30)",female,european/caucasian-american,Vegetarian,social work,0.75,0.75,0.9,1.0,0.9,0.2,0.6,1.0,1.0,1.0,0.6,Yes,No,Lakeridge
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,social work,0.75,0.75,0.9,1.0,0.9,0.2,0.6,1.0,1.0,1.0,0.6,Sometimes,No,Lakeview
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,social work,0.75,0.75,0.9,1.0,0.9,0.2,0.6,1.0,1.0,1.0,0.6,Yes,No,Broders Annex
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,social work,0.75,0.75,0.9,1.0,0.9,0.2,0.6,1.0,1.0,1.0,0.6,Yes,Yes,Arnhem Place
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,social work,0.75,0.75,0.9,1.0,0.9,0.2,0.6,1.0,1.0,1.0,0.6,Yes,No,Varsity Park
"(26, 30)",female,european/caucasian-american,Vegetarian,social work,0.75,0.75,0.9,1.0,0.9,0.2,0.6,1.0,1.0,1.0,0.6,Sometimes,Yes,Hillsdale
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,social work,0.75,0.75,0.9,1.0,0.9,0.2,0.6,1.0,1.0,1.0,0.6,Sometimes,Yes,Broders Annex
"(26, 30)",female,european/caucasian-american,Vegetarian,social work,0.75,0.75,0.9,1.0,0.9,0.2,0.6,1.0,1.0,1.0,0.6,Yes,No,Dominion Heights
"(26, 30)",female,european/caucasian-american,Vegetarian,social work,0.75,0.75,0.9,1.0,0.9,0.2,0.6,1.0,1.0,1.0,0.6,Sometimes,Yes,Mount Royal
"(26, 30)",female,european/caucasian-american,Vegetarian,social work,0.75,0.75,0.9,1.0,0.9,0.2,0.6,1.0,1.0,1.0,0.6,Yes,No,McCarthy Park
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,social work,0.75,0.75,0.9,1.0,0.9,0.2,0.6,1.0,1.0,1.0,0.6,Sometimes,No,Westridge
"(26, 30)",female,european/caucasian-american,Vegetarian,social work,0.75,0.75,0.9,1.0,0.9,0.2,0.6,1.0,1.0,1.0,0.6,Yes,No,Hillsdale
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,social work,0.75,0.75,0.9,1.0,0.9,0.2,0.6,1.0,1.0,1.0,0.6,Sometimes,Occasionally,Uplands
"(26, 30)",female,european/caucasian-american,Vegetarian,social work,0.75,0.75,0.9,1.0,0.9,0.2,0.6,1.0,1.0,1.0,0.6,Sometimes,Yes,Argyle Park
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,social work,0.9,0.75,0.875,1.0,1.0,0.9,1.0,1.0,0.875,0.875,0.4,Yes,Yes,Lakeview Annex
"(21, 25)",female,european/caucasian-american,Vegetarian,social work,0.9,0.75,0.875,1.0,1.0,0.9,1.0,1.0,0.875,0.875,0.4,Sometimes,Yes,Albert Park
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,social work,0.9,0.75,0.875,1.0,1.0,0.9,1.0,1.0,0.875,0.875,0.4,No,No,Glen Elm Park South
"(21, 25)",female,european/caucasian-american,Vegetarian,social work,0.9,0.75,0.875,1.0,1.0,0.9,1.0,1.0,0.875,0.875,0.4,No,Yes,Windsor Place
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,social work,0.9,0.75,0.875,1.0,1.0,0.9,1.0,1.0,0.875,0.875,0.4,Yes,Yes,Assiniboia Place
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,social work,0.9,0.75,0.875,1.0,1.0,0.9,1.0,1.0,0.875,0.875,0.4,Yes,Occasionally,Lewvan Park
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,social work,0.9,0.75,0.875,1.0,1.0,0.9,1.0,1.0,0.875,0.875,0.4,Sometimes,Yes,Washington Park
"(21, 25)",female,european/caucasian-american,Vegetarian,social work,0.9,0.75,0.875,1.0,1.0,0.9,1.0,1.0,0.875,0.875,0.4,No,No,Lakeview
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,social work,0.9,0.75,0.875,1.0,1.0,0.9,1.0,1.0,0.875,0.875,0.4,No,Yes,Mirror Sun Gardens
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,social work,0.9,0.75,0.875,1.0,1.0,0.9,1.0,1.0,0.875,0.875,0.4,No,Occasionally,Lakeview South
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,social work,0.9,0.75,0.875,1.0,1.0,0.9,1.0,1.0,0.875,0.875,0.4,No,No,Arnhem Place
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,social work,0.9,0.75,0.875,1.0,1.0,0.9,1.0,1.0,0.875,0.875,0.4,No,Yes,Glencairn Village
"(21, 25)",female,european/caucasian-american,Vegetarian,social work,0.9,0.75,0.875,1.0,1.0,0.9,1.0,1.0,0.875,0.875,0.4,Sometimes,Yes,Normanview
"(21, 25)",female,european/caucasian-american,Vegetarian,social work,0.9,0.75,0.875,1.0,1.0,0.9,1.0,1.0,0.875,0.875,0.4,Sometimes,Yes,Lakeview Annex
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,social work,0.9,0.75,0.875,1.0,1.0,0.9,1.0,1.0,0.875,0.875,0.4,No,No,Sherwood Estates
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,social work,0.9,0.75,0.875,1.0,1.0,0.9,1.0,1.0,0.875,0.875,0.4,No,Yes,CPR Annex
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,social work,1.0,1.0,0.875,0.8,0.9,0.6,0.875,0.75,0.9,0.9,0.8,No,Occasionally,Washington Park
"(21, 25)",female,european/caucasian-american,Vegetarian,social work,1.0,1.0,0.875,0.8,0.9,0.6,0.875,0.75,0.9,0.9,0.8,Yes,No,Argyle Park
"(21, 25)",female,european/caucasian-american,Vegetarian,social work,1.0,1.0,0.875,0.8,0.9,0.6,0.875,0.75,0.9,0.9,0.8,No,Yes,Uplands
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,social work,1.0,1.0,0.875,0.8,0.9,0.6,0.875,0.75,0.9,0.9,0.8,Yes,No,Glen Elm Park
"(21, 25)",female,european/caucasian-american,Vegetarian,social work,1.0,1.0,0.875,0.8,0.9,0.6,0.875,0.75,0.9,0.9,0.8,Sometimes,Yes,Broders Annex
"(21, 25)",female,european/caucasian-american,Vegetarian,social work,1.0,1.0,0.875,0.8,0.9,0.6,0.875,0.75,0.9,0.9,0.8,Yes,Occasionally,Normanview West Addition
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,social work,1.0,1.0,0.875,0.8,0.9,0.6,0.875,0.75,0.9,0.9,0.8,Yes,No,Transcona
"(21, 25)",female,european/caucasian-american,Vegetarian,social work,1.0,1.0,0.875,0.8,0.9,0.6,0.875,0.75,0.9,0.9,0.8,Yes,Yes,Coventry Place
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,social work,1.0,1.0,0.875,0.8,0.9,0.6,0.875,0.75,0.9,0.9,0.8,Yes,Occasionally,Pasqua Place
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,social work,1.0,1.0,0.875,0.8,0.9,0.6,0.875,0.75,0.9,0.9,0.8,No,Occasionally,Walsh Acres
"(21, 25)",female,european/caucasian-american,Vegetarian,social work,1.0,1.0,0.875,0.8,0.9,0.6,0.875,0.75,0.9,0.9,0.8,Sometimes,No,Innismore
"(21, 25)",female,european/caucasian-american,Vegetarian,social work,1.0,1.0,0.875,0.8,0.9,0.6,0.875,0.75,0.9,0.9,0.8,No,Yes,Wood Meadows
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,social work,1.0,1.0,0.875,0.8,0.9,0.6,0.875,0.75,0.9,0.9,0.8,Yes,Yes,Rosemont North
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,social work,1.0,1.0,0.875,0.8,0.9,0.6,0.875,0.75,0.9,0.9,0.8,No,No,Arnhem Place
"(21, 25)",female,european/caucasian-american,Vegetarian,social work,1.0,1.0,0.875,0.8,0.9,0.6,0.875,0.75,0.9,0.9,0.8,No,Occasionally,Grand Trunk Annex
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,social work,1.0,1.0,0.875,0.8,0.9,0.6,0.875,0.75,0.9,0.9,0.8,Yes,Yes,Industrial Ross
"(21, 25)",female,latino/hispanic american,Non-Vegetarian,speech language pathology,1.0,0.875,1.0,0.875,1.0,1.0,1.0,1.0,1.0,0.875,1.0,Yes,No,Old 33
"(21, 25)",female,latino/hispanic american,Non-Vegetarian,speech language pathology,1.0,0.875,1.0,0.875,1.0,1.0,1.0,1.0,1.0,0.875,1.0,Yes,No,Lakeview
"(21, 25)",female,latino/hispanic american,Non-Vegetarian,speech language pathology,1.0,0.875,1.0,0.875,1.0,1.0,1.0,1.0,1.0,0.875,1.0,Sometimes,Occasionally,Normanview West Addition
"(21, 25)",female,latino/hispanic american,Non-Vegetarian,speech language pathology,1.0,0.875,1.0,0.875,1.0,1.0,1.0,1.0,1.0,0.875,1.0,Yes,No,North Regina
"(21, 25)",female,latino/hispanic american,Vegetarian,speech language pathology,1.0,0.875,1.0,0.875,1.0,1.0,1.0,1.0,1.0,0.875,1.0,No,Yes,Albert Park
"(21, 25)",female,latino/hispanic american,Non-Vegetarian,speech language pathology,1.0,0.875,1.0,0.875,1.0,1.0,1.0,1.0,1.0,0.875,1.0,No,No,Assiniboia East
